id,customerId,merchantCode,amountDkk,timestamp,category,note
TX72708,CUST039,MC7777 ATM DNB,1000.00,2025-09-24T11:42:23+02:00,ATM,
TX70026,CUST030,MC7777 ATM DNB,2000.00,2025-09-22T02:35:27+02:00,ATM,
TX70422,CUST008,MC2468 ONLINE NETFLX,179.00,2025-01-13T00:16:30+02:00,Subscription,
TX72542,CUST001,MC5678 AAR ICA,1153.32,2025-01-06T20:36:41+02:00,Groceries,
TX72081,CUST017,MC2468 ONLINE NETFLX,179.00,2025-03-08T05:15:08+02:00,Subscription,
TX71743,CUST038,MC5678 AAR ICA,1228.78,2025-01-18T01:46:11+02:00,Groceries,
TX70538,CUST030,MC9999 OSL BMW,1800.00,2025-05-22T19:20:14+02:00,Auto,
TX70288,CUST018,MC9999 OSL BMW,750.00,2025-06-06T08:42:19+02:00,Auto,
TX71795,CUST021,MC1357 OSL NORDNET,833.25,2025-08-15T02:21:14+02:00,Investment,
TX70933,CUST006,MC8909 AAR UNKNOWN,790.87,2025-04-04T01:31:47+02:00,Unknown,
TX71024,CUST033,MC9999 OSL BMW,1800.00,2025-07-13T12:03:42+02:00,Auto,
TX72822,CUST039,MC9880 ONLINE UNKNOWN,341.03,2025-03-08T02:38:09+02:00,Unknown,
TX72232,CUST037,MC7777 ATM DNB,500.00,2025-08-16T15:49:45+02:00,ATM,
TX71627,CUST013,MC7777 ATM DNB,1000.00,2025-07-24T15:20:10+02:00,ATM,
TX71271,CUST010,MC2468 ONLINE NETFLX,79.00,2025-03-05T18:17:30+02:00,Subscription,
TX71397,CUST038,MC2468 ONLINE NETFLX,179.00,2025-03-10T12:57:20+02:00,Subscription,
TX71975,CUST016,MC5678 AAR ICA,532.46,2025-01-23T12:03:37+02:00,Groceries,
TX71600,CUST007,MC4321 CPH MCDON,99.58,2025-07-02T14:40:31+02:00,FastFood,
TX71902,CUST024,MC1234 OSL REMA1000,498.88,2025-04-15T04:36:35+02:00,Groceries,
TX72016,CUST021,MC9245 CPH UNKNOWN,80.22,2025-08-31T19:03:43+02:00,Unknown,
TX70095,CUST023,MC9999 OSL BMW,1800.00,2025-02-02T14:21:48+02:00,Auto,
TX70287,CUST034,MC9999 OSL BMW,999.00,2025-05-18T03:52:57+02:00,Auto,
TX70268,CUST033,MC9999 OSL BMW,999.00,2025-07-19T15:45:34+02:00,Auto,
TX71182,CUST007,MC2468 ONLINE NETFLX,179.00,2025-02-08T20:58:01+02:00,Subscription,
TX70198,CUST012,MC1357 OSL NORDNET,16749.41,2025-02-12T02:47:02+02:00,Investment,
TX70590,CUST030,MC1357 OSL NORDNET,5425.50,2025-07-17T17:07:06+02:00,Investment,
TX71980,CUST009,MC3082 ONLINE UNKNOWN,610.38,2025-08-29T10:24:26+02:00,Unknown,
TX71425,CUST036,MC1357 OSL NORDNET,3225.03,2025-09-18T11:32:37+02:00,Investment,
TX71381,CUST024,MC1234 OSL REMA1000,710.86,2025-02-05T21:30:21+02:00,Groceries,
TX71851,CUST007,MC4665 CPH UNKNOWN,206.83,2025-09-06T21:00:17+02:00,Unknown,
TX71754,CUST022,MC9999 OSL BMW,4200.00,2025-05-25T08:22:32+02:00,Auto,
TX72869,CUST016,MC2530 OSL UNKNOWN,441.72,2025-04-23T09:10:52+02:00,Unknown,
TX71325,CUST009,MC1357 OSL NORDNET,10579.95,2025-06-04T04:10:24+02:00,Investment,
TX71298,CUST031,MC1234 OSL REMA1000,590.92,2025-08-13T23:16:46+02:00,Groceries,
TX90055,CUST024,MC4321 CPH MCDON,0.00,2025-07-03T13:26:18+02:00,FastFood,
TX72478,CUST034,MC5678 AAR ICA,539.39,2025-06-12T11:28:45+02:00,Groceries,
TX71707,CUST017,MC9999 OSL BMW,750.00,2025-04-23T19:01:33+02:00,Auto,
TX71740,CUST031,MC9999 OSL BMW,999.00,2025-09-19T16:55:38+02:00,Auto,
TX71530,CUST036,MC2468 ONLINE NETFLX,179.00,2025-07-10T05:15:17+02:00,Subscription,
TX71412,CUST037,MC1357 OSL NORDNET,10957.59,2025-03-24T14:46:06+02:00,Investment,
TX70151,CUST031,MC9999 OSL BMW,250000.00,2025-03-19T08:22:28+02:00,Auto,
TX71536,CUST026,MC1234 OSL REMA1000,893.40,2025-02-24T23:59:13+02:00,Groceries,
TX71492,CUST037,MC7777 ATM DNB,1500.00,2025-07-04T13:40:08+02:00,ATM,
TX70169,CUST031,MC2658 CPH UNKNOWN,66.60,2025-06-15T02:21:24+02:00,Unknown,
TX71101,CUST016,MC6008 OSL UNKNOWN,303.02,2025-01-05T03:45:49+02:00,Unknown,
TX70719,CUST020,MC9999 OSL BMW,1800.00,2025-01-07T08:10:50+02:00,Auto,
TX72415,CUST015,MC1234 OSL REMA1000,923.47,2025-08-04T20:23:48+02:00,Groceries,
TX71311,CUST021,MC5678 AAR ICA,693.69,2025-08-02T22:28:36+02:00,Groceries,
TX70017,CUST035,MC1357 OSL NORDNET,12404.22,2025-01-21T17:43:05+02:00,Investment,
TX70208,CUST009,MC4321 CPH MCDON,161.52,2025-05-14T17:53:51+02:00,FastFood,
TX72643,CUST013,MC1357 OSL NORDNET,12387.33,2025-08-07T10:45:37+02:00,Investment,
TX71252,CUST011,MC5678 AAR ICA,153.61,2025-02-03T01:00:37+02:00,Groceries,
TX70432,CUST016,MC1234 OSL REMA1000,576.43,2025-07-17T18:16:44+02:00,Groceries,
TX71161,CUST011,MC9999 OSL BMW,2999.00,2025-01-01T10:34:38+02:00,Auto,
TX72628,CUST011,MC1234 OSL REMA1000,1294.48,2025-01-26T19:25:31+02:00,Groceries,
TX70579,CUST010,MC5678 AAR ICA,895.97,2025-06-22T00:48:19+02:00,Groceries,
TX70253,CUST026,MC9999 OSL BMW,4200.00,2025-02-20T00:39:49+02:00,Auto,
TX71229,CUST025,MC7777 ATM DNB,200.00,2025-02-05T05:22:10+02:00,ATM,
TX71128,CUST005,MC1357 OSL NORDNET,1972.02,2025-05-16T22:46:10+02:00,Investment,
TX70892,CUST011,MC4321 CPH MCDON,179.98,2025-07-16T07:13:11+02:00,FastFood,
TX72591,CUST033,MC9999 OSL BMW,1800.00,2025-02-27T23:04:27+02:00,Auto,
TX72498,CUST006,MC1234 OSL REMA1000,1196.97,2025-07-30T08:09:43+02:00,Groceries,
TX71804,CUST013,MC9999 OSL BMW,4200.00,2025-06-25T18:31:44+02:00,Auto,
TX70300,CUST030,MC1234 OSL REMA1000,498.42,2025-04-04T06:17:34+02:00,Groceries,
TX72752,CUST036,MC1234 OSL REMA1000,1474.10,2025-06-03T09:56:36+02:00,Groceries,
TX71010,CUST014,MC5320 CPH UNKNOWN,597.54,2025-08-24T13:29:10+02:00,Unknown,
TX71792,CUST003,MC9999 OSL BMW,750.00,2025-04-10T15:00:32+02:00,Auto,
TX71380,CUST034,MC1357 OSL NORDNET,19253.12,2025-06-27T13:44:52+02:00,Investment,
TX71662,CUST002,MC1357 OSL NORDNET,616.76,2025-03-04T05:36:39+02:00,Investment,
TX72346,CUST006,MC7777 ATM DNB,1000.00,2025-04-21T04:06:40+02:00,ATM,
TX70732,CUST039,MC9999 OSL BMW,999.00,2025-08-14T23:31:42+02:00,Auto,
TX70048,CUST039,MC1357 OSL NORDNET,6847.85,2025-09-18T06:05:41+02:00,Investment,
TX70839,CUST002,MC4321 CPH MCDON,192.04,2025-01-08T16:08:22+02:00,FastFood,
TX72765,CUST007,MC1357 OSL NORDNET,5796.09,2025-01-03T19:11:22+02:00,Investment,
TX71121,CUST038,MC2468 ONLINE NETFLX,79.00,2025-09-22T12:05:40+02:00,Subscription,
TX70146,CUST040,MC1234 OSL REMA1000,773.97,2025-05-02T17:06:05+02:00,Groceries,
TX72418,CUST009,MC2468 ONLINE NETFLX,79.00,2025-06-25T19:11:07+02:00,Subscription,
TX70540,CUST036,MC1357 OSL NORDNET,7842.57,2025-01-25T23:37:55+02:00,Investment,
TX90074,CUST024,MC1234 OSL REMA1000,0.01,2025-07-02T16:41:38+02:00,Groceries,
TX70285,CUST032,MC9999 OSL BMW,999.00,2025-09-11T13:30:18+02:00,Auto,
TX70713,CUST012,MC1357 OSL NORDNET,6716.81,2025-02-05T11:55:06+02:00,Investment,
TX70799,CUST010,MC1234 OSL REMA1000,339.23,2025-03-24T03:13:18+02:00,Groceries,
TX72772,CUST024,MC9999 OSL BMW,2999.00,2025-04-18T02:43:30+02:00,Auto,
TX70968,CUST021,MC1357 OSL NORDNET,7966.60,2025-09-10T08:21:13+02:00,Investment,
TX72815,CUST017,MC4321 CPH MCDON,165.85,2025-02-25T00:23:57+02:00,FastFood,
TX70164,CUST022,MC4321 CPH MCDON,132.98,2025-07-17T17:42:43+02:00,FastFood,
TX71806,CUST030,MC1234 OSL REMA1000,661.25,2025-08-12T02:20:15+02:00,Groceries,
TX72583,CUST019,MC9999 OSL BMW,4200.00,2025-03-18T16:45:49+02:00,Auto,
TX70381,CUST027,MC2468 ONLINE NETFLX,179.00,2025-02-16T03:08:18+02:00,Subscription,
TX70088,CUST034,MC2468 ONLINE NETFLX,129.00,2025-01-04T13:30:48+02:00,Subscription,
TX72523,CUST023,MC7777 ATM DNB,1000.00,2025-07-07T01:54:00+02:00,ATM,
TX70793,CUST001,MC2468 ONLINE NETFLX,79.00,2025-09-10T00:29:55+02:00,Subscription,
TX72112,CUST018,MC4321 CPH MCDON,175.66,2025-03-24T23:11:16+02:00,FastFood,
TX70637,CUST002,MC9328 ONLINE UNKNOWN,718.65,2025-02-01T05:40:40+02:00,Unknown,
TX90096,CUST025,MC1234 OSL REMA1000,0.01,2025-06-09T18:30:14+02:00,Groceries,
TX71590,CUST022,MC2264 ONLINE UNKNOWN,45.64,2025-08-13T04:49:06+02:00,Unknown,
TX72877,CUST004,MC4321 CPH MCDON,176.46,2025-07-11T23:49:57+02:00,FastFood,
TX71393,CUST020,MC4321 CPH MCDON,41.24,2025-09-25T00:14:48+02:00,FastFood,
TX71378,CUST020,MC7777 ATM DNB,2000.00,2025-07-18T04:15:12+02:00,ATM,
TX70763,CUST039,MC1234 OSL REMA1000,645.36,2025-04-10T09:22:12+02:00,Groceries,
TX70912,CUST031,MC5678 AAR ICA,1480.22,2025-04-15T12:50:59+02:00,Groceries,
TX70651,CUST033,MC7777 ATM DNB,200.00,2025-01-16T23:08:42+02:00,ATM,
TX71353,CUST026,MC1357 OSL NORDNET,8852.50,2025-08-07T21:26:20+02:00,Investment,
TX72687,CUST031,MC9999 OSL BMW,750.00,2025-04-04T14:37:04+02:00,Auto,
TX72623,CUST022,MC8372 ONLINE UNKNOWN,57.33,2025-03-30T20:37:46+02:00,Unknown,
TX70003,CUST008,MC6458 OSL UNKNOWN,686.89,2025-01-01T11:26:35+02:00,Unknown,
TX72428,CUST003,MC1234 OSL REMA1000,579.22,2025-08-08T13:24:27+02:00,Groceries,
TX70238,CUST033,MC1234 OSL REMA1000,349.82,2025-03-13T04:00:33+02:00,Groceries,
TX72811,CUST032,MC1357 OSL NORDNET,3002.02,2025-05-02T22:17:45+02:00,Investment,
TX70204,CUST026,MC4321 CPH MCDON,141.08,2025-03-20T09:45:53+02:00,FastFood,
TX72070,CUST031,MC4321 CPH MCDON,141.54,2025-08-07T06:31:25+02:00,FastFood,
TX72533,CUST028,MC2468 ONLINE NETFLX,149.00,2025-07-07T00:10:30+02:00,Subscription,
TX72874,CUST006,MC9999 OSL BMW,2999.00,2025-01-11T19:36:06+02:00,Auto,
TX72768,CUST034,MC2468 ONLINE NETFLX,179.00,2025-03-20T00:00:10+02:00,Subscription,
TX70408,CUST037,MC2468 ONLINE NETFLX,79.00,2025-08-05T07:25:26+02:00,Subscription,
TX72825,CUST003,MC5678 AAR ICA,95.16,2025-05-20T22:17:20+02:00,Groceries,
TX72374,CUST030,MC5678 AAR ICA,507.25,2025-04-30T01:40:21+02:00,Groceries,
TX71451,CUST009,MC1357 OSL NORDNET,11161.65,2025-09-15T21:21:27+02:00,Investment,
TX71572,CUST009,MC4321 CPH MCDON,42.82,2025-05-29T06:03:42+02:00,FastFood,
TX70185,CUST035,MC5678 AAR ICA,285.31,2025-01-29T17:00:30+02:00,Groceries,
TX71562,CUST024,MC7777 ATM DNB,500.00,2025-06-25T02:11:28+02:00,ATM,
TX70344,CUST004,MC7777 ATM DNB,1500.00,2025-09-05T23:54:57+02:00,ATM,
TX70108,CUST032,MC1234 OSL REMA1000,1437.59,2025-03-19T14:13:55+02:00,Groceries,
TX71001,CUST026,MC1653 ONLINE UNKNOWN,607.45,2025-05-29T06:33:05+02:00,Unknown,
TX71257,CUST005,MC4321 CPH MCDON,91.27,2025-09-19T03:41:52+02:00,FastFood,
TX72341,CUST039,MC9999 OSL BMW,750.00,2025-08-20T06:59:17+02:00,Auto,
TX90059,CUST033,MC2468 ONLINE NETFLX,129.00,2025-12-01T06:00:00+02:00,Subscription,
TX70094,CUST023,MC7777 ATM DNB,1500.00,2025-03-06T17:57:31+02:00,ATM,
TX70460,CUST023,MC5678 AAR ICA,1116.14,2025-05-25T21:18:04+02:00,Groceries,
TX70049,CUST029,MC9999 OSL BMW,1800.00,2025-05-26T05:07:24+02:00,Auto,
TX71991,CUST021,MC1357 OSL NORDNET,1419.85,2025-09-22T00:53:15+02:00,Investment,
TX70682,CUST038,MC3232 OSL UNKNOWN,325.40,2025-07-14T08:17:00+02:00,Unknown,
TX70960,CUST023,MC9159 ONLINE UNKNOWN,739.82,2025-08-01T23:06:52+02:00,Unknown,
TX72650,CUST037,MC7777 ATM DNB,1500.00,2025-07-06T02:09:37+02:00,ATM,
TX71011,CUST012,MC1234 OSL REMA1000,465.81,2025-01-02T21:07:26+02:00,Groceries,
TX72270,CUST015,MC4209 AAR UNKNOWN,245.13,2025-08-27T23:06:31+02:00,Unknown,
TX70919,CUST016,MC5678 AAR ICA,198.58,2025-02-25T21:13:39+02:00,Groceries,
TX70072,CUST036,MC4321 CPH MCDON,195.88,2025-04-30T03:06:16+02:00,FastFood,
TX72636,CUST024,MC7777 ATM DNB,1000.00,2025-03-19T15:56:13+02:00,ATM,
TX72434,CUST035,MC5678 AAR ICA,1396.91,2025-02-27T08:14:47+02:00,Groceries,
TX71497,CUST002,MC2468 ONLINE NETFLX,79.00,2025-08-14T20:38:04+02:00,Subscription,
TX90014,CUST007,MC2468 ONLINE NETFLX,129.00,2025-08-15T06:00:00+02:00,Subscription,
TX72041,CUST026,MC2468 ONLINE NETFLX,79.00,2025-05-13T11:26:55+02:00,Subscription,
TX71660,CUST019,MC1357 OSL NORDNET,9601.56,2025-04-08T17:32:34+02:00,Investment,
TX71838,CUST027,MC7777 ATM DNB,200.00,2025-07-30T18:11:39+02:00,ATM,
TX70289,CUST008,MC9999 OSL BMW,999.00,2025-01-06T13:44:11+02:00,Auto,
TX70620,CUST006,MC1357 OSL NORDNET,19182.80,2025-02-05T10:06:29+02:00,Investment,
TX71447,CUST029,MC7777 ATM DNB,200.00,2025-09-19T12:18:41+02:00,ATM,
TX71741,CUST025,MC9788 CPH UNKNOWN,644.10,2025-09-08T20:14:38+02:00,Unknown,
TX70076,CUST040,MC9999 OSL BMW,750.00,2025-03-02T01:51:14+02:00,Auto,
TX71651,CUST008,MC2468 ONLINE NETFLX,129.00,2025-03-12T22:12:29+02:00,Subscription,
TX71630,CUST035,MC2468 ONLINE NETFLX,149.00,2025-08-23T11:09:15+02:00,Subscription,
TX71700,CUST029,MC4321 CPH MCDON,64.91,2025-04-17T05:15:25+02:00,FastFood,
TX72734,CUST006,MC1357 OSL NORDNET,16932.41,2025-03-06T09:51:49+02:00,Investment,
TX71403,CUST038,MC4321 CPH MCDON,183.26,2025-02-11T12:30:01+02:00,FastFood,
TX72198,CUST027,MC4321 CPH MCDON,156.26,2025-08-15T20:08:30+02:00,FastFood,
TX70787,CUST028,MC2468 ONLINE NETFLX,149.00,2025-01-03T13:14:17+02:00,Subscription,
TX70656,CUST021,MC4043 ONLINE UNKNOWN,307.71,2025-06-14T21:54:36+02:00,Unknown,
TX71290,CUST023,MC7777 ATM DNB,200.00,2025-08-17T17:48:43+02:00,ATM,
TX72273,CUST026,MC2468 ONLINE NETFLX,179.00,2025-07-11T13:34:31+02:00,Subscription,
TX70347,CUST024,MC5678 AAR ICA,414.43,2025-03-22T03:09:14+02:00,Groceries,
TX72835,CUST012,MC1234 OSL REMA1000,1068.17,2025-08-23T03:43:31+02:00,Groceries,
TX71446,CUST004,MC9999 OSL BMW,250000.00,2025-02-16T21:36:33+02:00,Auto,
TX71429,CUST009,MC1357 OSL NORDNET,18929.35,2025-02-11T15:58:25+02:00,Investment,
TX71359,CUST016,MC1357 OSL NORDNET,15619.82,2025-07-28T20:06:43+02:00,Investment,
TX71031,CUST026,MC9999 OSL BMW,4200.00,2025-03-12T12:14:22+02:00,Auto,
TX71491,CUST028,MC5678 AAR ICA,837.34,2025-04-17T03:00:27+02:00,Groceries,
TX70838,CUST027,MC5678 AAR ICA,1361.41,2025-08-04T04:38:54+02:00,Groceries,
TX70746,CUST023,MC5678 AAR ICA,637.83,2025-04-02T08:23:02+02:00,Groceries,
TX71835,CUST020,MC6321 OSL UNKNOWN,715.82,2025-08-23T18:24:57+02:00,Unknown,
TX72840,CUST014,MC1357 OSL NORDNET,11924.25,2025-07-25T11:40:37+02:00,Investment,
TX72647,CUST007,MC1763 AAR UNKNOWN,780.24,2025-07-10T12:58:44+02:00,Unknown,
TX70932,CUST020,MC4321 CPH MCDON,151.92,2025-05-06T01:25:51+02:00,FastFood,
TX70331,CUST021,MC1743 CPH UNKNOWN,784.26,2025-03-06T19:50:23+02:00,Unknown,
TX72008,CUST020,MC2468 ONLINE NETFLX,79.00,2025-08-07T00:14:09+02:00,Subscription,
TX70101,CUST008,MC5678 AAR ICA,828.50,2025-06-21T18:18:01+02:00,Groceries,
TX70239,CUST021,MC4321 CPH MCDON,189.91,2025-07-07T05:14:00+02:00,FastFood,
TX71335,CUST035,MC5678 AAR ICA,1444.01,2025-05-01T23:21:59+02:00,Groceries,
TX70742,CUST009,MC7777 ATM DNB,200.00,2025-07-12T02:23:45+02:00,ATM,
TX72229,CUST030,MC1357 OSL NORDNET,6373.15,2025-08-12T08:26:29+02:00,Investment,
TX71324,CUST034,MC9999 OSL BMW,250000.00,2025-06-01T23:49:40+02:00,Auto,
TX72529,CUST035,MC4321 CPH MCDON,74.80,2025-03-03T06:16:58+02:00,FastFood,
TX70823,CUST019,MC1234 OSL REMA1000,189.43,2025-05-05T04:10:27+02:00,Groceries,
TX72363,CUST017,MC2468 ONLINE NETFLX,79.00,2025-05-25T02:11:25+02:00,Subscription,
TX70377,CUST025,MC1234 OSL REMA1000,141.00,2025-06-12T12:40:07+02:00,Groceries,
TX71939,CUST002,MC3341 AAR UNKNOWN,244.40,2025-05-03T03:24:25+02:00,Unknown,
TX70818,CUST016,MC4321 CPH MCDON,83.76,2025-03-21T17:33:40+02:00,FastFood,
TX70586,CUST014,MC7777 ATM DNB,1000.00,2025-06-02T06:55:40+02:00,ATM,
TX72080,CUST004,MC2468 ONLINE NETFLX,179.00,2025-05-19T12:11:37+02:00,Subscription,
TX70779,CUST028,MC9999 OSL BMW,1800.00,2025-01-01T05:47:10+02:00,Auto,
TX71508,CUST030,MC5678 AAR ICA,943.22,2025-05-06T15:45:11+02:00,Groceries,
TX72023,CUST030,MC7777 ATM DNB,200.00,2025-09-19T12:37:33+02:00,ATM,
TX70456,CUST013,MC9540 OSL UNKNOWN,701.80,2025-02-11T01:16:19+02:00,Unknown,
TX71185,CUST025,MC1357 OSL NORDNET,2220.81,2025-07-18T13:59:43+02:00,Investment,
TX71171,CUST026,MC7777 ATM DNB,2000.00,2025-03-23T06:35:43+02:00,ATM,
TX70058,CUST020,MC2468 ONLINE NETFLX,129.00,2025-09-19T02:15:29+02:00,Subscription,
TX90083,CUST008,MC1234 OSL REMA1000,300.00,2025-09-23T02:35:46+02:00,FastFood,
TX70970,CUST020,MC1357 OSL NORDNET,17809.75,2025-06-24T21:04:18+02:00,Investment,
TX72573,CUST021,MC1234 OSL REMA1000,1154.93,2025-08-31T04:02:21+02:00,Groceries,
TX72668,CUST010,MC3858 CPH UNKNOWN,229.69,2025-01-13T09:54:53+02:00,Unknown,
TX71898,CUST023,MC5678 AAR ICA,1348.35,2025-07-07T07:19:26+02:00,Groceries,
TX70142,CUST038,MC9999 OSL BMW,4200.00,2025-07-16T18:31:52+02:00,Auto,
TX71305,CUST032,MC5678 AAR ICA,1246.84,2025-04-01T14:48:18+02:00,Groceries,
TX72437,CUST030,MC2468 ONLINE NETFLX,129.00,2025-07-08T10:15:12+02:00,Subscription,
TX72255,CUST024,MC4321 CPH MCDON,168.19,2025-07-07T18:30:36+02:00,FastFood,
TX70743,CUST038,MC1357 OSL NORDNET,11136.49,2025-01-24T05:05:44+02:00,Investment,
TX72276,CUST023,MC9999 OSL BMW,999.00,2025-04-06T15:53:42+02:00,Auto,
TX72391,CUST012,MC1234 OSL REMA1000,445.57,2025-08-29T07:49:54+02:00,Groceries,
TX71391,CUST008,MC2468 ONLINE NETFLX,79.00,2025-03-29T07:27:58+02:00,Subscription,
TX72764,CUST009,MC9999 OSL BMW,4200.00,2025-05-26T03:07:39+02:00,Auto,
TX72359,CUST019,MC2468 ONLINE NETFLX,149.00,2025-08-06T18:44:22+02:00,Subscription,
TX70603,CUST031,MC4321 CPH MCDON,71.52,2025-05-19T00:33:57+02:00,FastFood,
TX72672,CUST033,MC5678 AAR ICA,277.11,2025-02-25T17:23:31+02:00,Groceries,
TX71299,CUST018,MC7777 ATM DNB,500.00,2025-06-26T13:55:21+02:00,ATM,
TX72592,CUST006,MC7777 ATM DNB,1000.00,2025-06-21T16:38:19+02:00,ATM,
TX70795,CUST034,MC5678 AAR ICA,363.21,2025-05-27T12:42:17+02:00,Groceries,
TX70723,CUST009,MC1956 OSL UNKNOWN,138.75,2025-03-16T00:53:24+02:00,Unknown,
TX72043,CUST018,MC2468 ONLINE NETFLX,179.00,2025-04-03T07:46:45+02:00,Subscription,
TX71934,CUST033,MC1357 OSL NORDNET,13517.98,2025-02-05T13:42:39+02:00,Investment,
TX70291,CUST033,MC1357 OSL NORDNET,11661.66,2025-08-29T22:11:58+02:00,Investment,
TX70720,CUST023,MC5678 AAR ICA,68.25,2025-06-09T07:24:15+02:00,Groceries,
TX90011,CUST005,MC4321 CPH MCDON,99.00,2025-09-11T12:10:00+02:00,Unknown,
TX72191,CUST019,MC1900 AAR UNKNOWN,407.20,2025-08-29T21:36:38+02:00,Unknown,
TX72570,CUST016,MC2468 ONLINE NETFLX,179.00,2025-07-12T17:32:16+02:00,Subscription,
TX70496,CUST031,MC1357 OSL NORDNET,17375.20,2025-03-07T13:12:58+02:00,Investment,
TX70195,CUST018,MC1357 OSL NORDNET,14538.68,2025-02-28T02:13:08+02:00,Investment,
TX70813,CUST036,MC7777 ATM DNB,2000.00,2025-03-29T10:58:08+02:00,ATM,
TX72438,CUST029,MC9999 OSL BMW,2999.00,2025-08-19T02:28:35+02:00,Auto,
TX70027,CUST025,MC6702 CPH UNKNOWN,706.47,2025-06-16T06:12:03+02:00,Unknown,
TX70154,CUST034,MC9999 OSL BMW,999.00,2025-07-10T23:12:41+02:00,Auto,
TX70920,CUST031,MC7777 ATM DNB,200.00,2025-06-29T12:38:16+02:00,ATM,
TX90019,CUST009,MC4321 CPH MCDON,120.00,2025-09-05T12:00:10+02:00,FastFood,
TX71014,CUST031,MC1234 OSL REMA1000,870.47,2025-06-23T15:33:02+02:00,Groceries,
TX71191,CUST018,MC4321 CPH MCDON,186.20,2025-09-05T20:09:14+02:00,FastFood,
TX72009,CUST039,MC4321 CPH MCDON,198.39,2025-07-05T18:47:17+02:00,FastFood,
TX70372,CUST015,MC8451 OSL UNKNOWN,218.14,2025-09-16T08:24:06+02:00,Unknown,
TX70734,CUST018,MC1357 OSL NORDNET,11222.97,2025-05-14T11:25:50+02:00,Investment,
TX71773,CUST010,MC1357 OSL NORDNET,2973.49,2025-04-21T11:35:25+02:00,Investment,
TX70197,CUST021,MC7777 ATM DNB,1000.00,2025-06-04T17:01:26+02:00,ATM,
TX71195,CUST016,MC1357 OSL NORDNET,2354.10,2025-02-15T16:23:56+02:00,Investment,
TX72846,CUST031,MC9999 OSL BMW,2999.00,2025-08-29T08:06:38+02:00,Auto,
TX70304,CUST011,MC4321 CPH MCDON,137.78,2025-03-01T20:32:58+02:00,FastFood,
TX71294,CUST001,MC4321 CPH MCDON,147.11,2025-03-06T00:37:49+02:00,FastFood,
TX72178,CUST007,MC7777 ATM DNB,1500.00,2025-08-08T03:12:42+02:00,ATM,
TX72524,CUST011,MC1357 OSL NORDNET,3304.68,2025-07-05T15:40:52+02:00,Investment,
TX72501,CUST027,MC7777 ATM DNB,200.00,2025-07-29T12:01:00+02:00,ATM,
TX70110,CUST018,MC5267 CPH UNKNOWN,390.40,2025-02-07T15:37:36+02:00,Unknown,
TX70725,CUST008,MC7294 AAR UNKNOWN,268.41,2025-06-11T19:50:05+02:00,Unknown,
TX70700,CUST036,MC2468 ONLINE NETFLX,99.00,2025-04-17T07:33:16+02:00,Subscription,
TX71950,CUST021,MC1234 OSL REMA1000,129.33,2025-01-28T12:59:43+02:00,Groceries,
TX71036,CUST024,MC7777 ATM DNB,500.00,2025-01-19T19:50:16+02:00,ATM,
TX71261,CUST010,MC4321 CPH MCDON,149.23,2025-05-04T02:54:13+02:00,FastFood,
TX72187,CUST027,MC4321 CPH MCDON,134.12,2025-08-24T08:05:24+02:00,FastFood,
TX70788,CUST030,MC1234 OSL REMA1000,979.29,2025-04-18T06:01:33+02:00,Groceries,
TX70170,CUST008,MC2468 ONLINE NETFLX,179.00,2025-03-24T07:59:21+02:00,Subscription,
TX72325,CUST004,MC4321 CPH MCDON,121.88,2025-09-03T17:01:23+02:00,FastFood,
TX72613,CUST005,MC8864 CPH UNKNOWN,499.05,2025-03-28T07:01:33+02:00,Unknown,
TX71529,CUST015,MC2680 AAR UNKNOWN,743.19,2025-05-02T20:38:21+02:00,Unknown,
TX71925,CUST029,MC1234 OSL REMA1000,81.80,2025-04-04T21:19:42+02:00,Groceries,
TX71849,CUST010,MC4321 CPH MCDON,94.60,2025-03-04T02:25:07+02:00,FastFood,
TX72417,CUST010,MC9999 OSL BMW,4200.00,2025-05-24T07:42:05+02:00,Auto,
TX90097,CUST038,MC2468 ONLINE NETFLX,129.00,2025-12-01T06:00:00+02:00,Subscription,
TX71372,CUST015,MC3552 OSL UNKNOWN,765.30,2025-08-11T04:30:54+02:00,Unknown,
TX72333,CUST017,MC1234 OSL REMA1000,1451.26,2025-05-08T07:09:55+02:00,Groceries,
TX71181,CUST027,MC2468 ONLINE NETFLX,129.00,2025-05-18T21:38:12+02:00,Subscription,
TX72500,CUST023,MC1357 OSL NORDNET,17603.24,2025-04-02T20:24:57+02:00,Investment,
TX71557,CUST011,MC1357 OSL NORDNET,18071.75,2025-09-04T17:47:57+02:00,Investment,
TX70551,CUST036,MC1234 OSL REMA1000,54.25,2025-02-26T21:55:54+02:00,Groceries,
TX71857,CUST005,MC5678 AAR ICA,54.59,2025-09-15T11:07:44+02:00,Groceries,
TX70113,CUST021,MC5678 AAR ICA,1193.81,2025-07-29T06:12:34+02:00,Groceries,
TX72251,CUST017,MC1357 OSL NORDNET,17995.90,2025-05-03T17:07:20+02:00,Investment,
TX71003,CUST033,MC1234 OSL REMA1000,684.37,2025-06-19T19:41:06+02:00,Groceries,
TX70397,CUST018,MC1357 OSL NORDNET,11438.95,2025-07-03T21:43:25+02:00,Investment,
TX70218,CUST027,MC2468 ONLINE NETFLX,99.00,2025-08-21T15:28:41+02:00,Subscription,
TX70520,CUST034,MC9999 OSL BMW,1800.00,2025-03-23T15:22:39+02:00,Auto,
